[Video Information]
Frame: 1770
x: 382
y: 94
width: 35
height: 107

Frame: 1771
x: 383
y: 94
width: 35
height: 107

Frame: 1772
x: 385
y: 94
width: 35
height: 107

Frame: 1773
x: 386
y: 94
width: 35
height: 107

Frames: 1774 to 1775
x: 390
y: 94
width: 35
height: 107

Frame: 1776
x: 394
y: 95
width: 35
height: 107

Frame: 1777
x: 396
y: 96
width: 35
height: 107

Frame: 1778
x: 398
y: 90
width: 40
height: 122

Frame: 1779
x: 400
y: 90
width: 40
height: 122

Frame: 1780
x: 404
y: 90
width: 40
height: 122

Frame: 1781
x: 408
y: 90
width: 40
height: 122

Frames: 1782 to 1783
x: 412
y: 90
width: 45
height: 132

Frame: 1784
x: 419
y: 90
width: 45
height: 132

Frame: 1785
x: 426
y: 92
width: 45
height: 132

Frame: 1786
x: 428
y: 93
width: 45
height: 132

Frame: 1787
x: 431
y: 94
width: 48
height: 137

Frame: 1788
x: 436
y: 93
width: 45
height: 137

Frame: 1789
x: 446
y: 93
width: 35
height: 137

Frame: 1790
x: 449
y: 93
width: 32
height: 137

Object Number #113
Region Description:
Region 113
Start Frame:1701
End Frame:1773
Region Descriptors (0):
Region frames data
Frame: 1701
x: 290
y: 91
width: 23
height: 65

Frame: 1702
x: 293
y: 91
width: 23
height: 65

Frames: 1703 to 1705
x: 294
y: 91
width: 23
height: 65

Frame: 1706
x: 296
y: 92
width: 23
height: 65

Frame: 1707
x: 297
y: 92
width: 23
height: 65

Frames: 1708 to 1709
x: 297
y: 93
width: 23
height: 65

Frames: 1710 to 1711
x: 298
y: 93
width: 23
height: 65

Frame: 1712
x: 300
y: 94
width: 23
height: 65

Frames: 1713 to 1714
x: 301
y: 94
width: 23
height: 65

Frame: 1715
x: 302
y: 95
width: 23
height: 65

Frame: 1716
x: 304
y: 96
width: 23
height: 65

Frame: 1717
x: 305
y: 96
width: 23
height: 65

Frame: 1718
x: 301
y: 96
width: 28
height: 69

Frame: 1719
x: 303
y: 96
width: 28
height: 69

Frame: 1720
x: 305
y: 96
width: 28
height: 69

Frame: 1721
x: 306
y: 96
width: 28
height: 69

Frame: 1722
x: 307
y: 96
width: 28
height: 69

Frame: 1723
x: 309
y: 97
width: 28
height: 69

Frames: 1724 to 1727
x: 310
y: 98
width: 28
height: 69

Frames: 1728 to 1730
x: 311
y: 98
width: 28
height: 69

Frame: 1731
x: 311
y: 98
width: 28
height: 78

Frame: 1732
x: 313
y: 98
width: 28
height: 78

Frame: 1733
x: 315
y: 98
width: 28
height: 78

Frame: 1734
x: 316
y: 99
width: 28
height: 78

Frame: 1735
x: 317
y: 99
width: 28
height: 78

Frame: 1736
x: 319
y: 93
width: 31
height: 84

Frame: 1737
x: 322
y: 94
width: 31
height: 93

Frame: 1738
x: 324
y: 94
width: 31
height: 93

Frame: 1739
x: 325
y: 94
width: 31
height: 93

Frame: 1740
x: 325
y: 95
width: 31
height: 93

Frame: 1741
x: 327
y: 96
width: 31
height: 93

Frame: 1742
x: 328
y: 96
width: 31
height: 93

Frame: 1743
x: 329
y: 96
width: 31
height: 93

Frames: 1744 to 1746
x: 330
y: 97
width: 34
height: 98

Frames: 1747 to 1748
x: 332
y: 97
width: 34
height: 98

Frame: 1749
x: 334
y: 97
width: 34
height: 98

Frame: 1750
x: 335
y: 98
width: 34
height: 98

Frame: 1751
x: 341
y: 95
width: 41
height: 109

Frame: 1752
x: 343
y: 95
width: 41
height: 109

Frame: 1753
x: 346
y: 95
width: 41
height: 109

Frame: 1754
x: 349
y: 96
width: 41
height: 109

Frame: 1755
x: 350
y: 97
width: 41
height: 109

Frame: 1756
x: 351
y: 97
width: 41
height: 109

Frame: 1757
x: 356
y: 99
width: 41
height: 109

Frame: 1758
x: 359
y: 99
width: 41
height: 109

Frame: 1759
x: 364
y: 96
width: 42
height: 120

Frame: 1760
x: 371
y: 96
width: 42
height: 120

Frame: 1761
x: 374
y: 97
width: 42
height: 120

Frame: 1762
x: 376
y: 98
width: 42
height: 120

Frame: 1763
x: 378
y: 95
width: 47
height: 130

Frame: 1764
x: 385
y: 95
width: 47
height: 130

Frame: 1765
x: 389
y: 95
width: 47
height: 130

Frame: 1766
x: 397
y: 97
width: 47
height: 130

Frame: 1767
x: 406
y: 96
width: 47
height: 130

Frame: 1768
x: 411
y: 97
width: 47
height: 130

Frame: 1769
x: 420
y: 98
width: 51
height: 140

Frame: 1770
x: 426
y: 98
width: 51
height: 140

Frame: 1771
x: 427
y: 98
width: 51
height: 140

Frame: 1772
x: 430
y: 98
width: 51
height: 140

Frame: 1773
x: 443
y: 98
width: 38
height: 140

Object Number #114
Region Description:
Region 114
Start Frame:1743
End Frame:1797
Region Descriptors (0):
Region frames data
Frame: 1743
x: 321
y: 97
width: 27
height: 67

Frame: 1744
x: 325
y: 98
width: 27
height: 67

Frame: 1745
x: 328
y: 99
width: 27
height: 67

Frames: 1746 to 1748
x: 329
y: 99
width: 27
height: 67

Frame: 1749
x: 330
y: 99
width: 27
height: 67

Frame: 1750
x: 331
y: 99
width: 27
height: 67

Frame: 1751
x: 332
y: 99
width: 27
height: 67

Frames: 1752 to 1753
x: 334
y: 99
width: 27
height: 67

Frame: 1754
x: 335
y: 99
width: 27
height: 67

Frame: 1755
x: 336
y: 99
width: 27
height: 67

Frame: 1756
x: 338
y: 99
width: 27
height: 67

Frame: 1757
x: 340
y: 100
width: 27
height: 67

Frame: 1758
x: 344
y: 101
width: 27
height: 67

Frame: 1759
x: 346
y: 102
width: 27
height: 67

Frame: 1760
x: 349
y: 103
width: 27
height: 67

Frame: 1761
x: 354
y: 103
width: 27
height: 67

Frames: 1762 to 1764
x: 357
y: 103
width: 27
height: 67

Frames: 1765 to 1766
x: 357
y: 97
width: 27
height: 73

Frame: 1767
x: 360
y: 97
width: 27
height: 73

Frame: 1768
x: 363
y: 97
width: 27
height: 73

Frame: 1769
x: 367
y: 99
width: 27
height: 73

Frame: 1770
x: 363
y: 99
width: 32
height: 78

Frame: 1771
x: 365
y: 98
width: 32
height: 78

Frame: 1772
x: 366
y: 98
width: 32
height: 78

Frame: 1773
x: 367
y: 98
width: 32
height: 78

Frame: 1774
x: 368
y: 99
width: 32
height: 83

Frame: 1775
x: 372
y: 99
width: 32
height: 83

Frame: 1776
x: 374
y: 99
width: 32
height: 83

Frame: 1777
x: 377
y: 99
width: 32
height: 83

Frame: 1778
x: 380
y: 99
width: 32
height: 83

Frame: 1779
x: 385
y: 99
width: 32
height: 83

Frame: 1780
x: 386
y: 99
width: 34
height: 91

Frame: 1781
x: 386
y: 100
width: 34
height: 91

Frame: 1782
x: 388
y: 102
width: 34
height: 91

Frame: 1783
x: 391
y: 102
width: 34
height: 91

Frame: 1784
x: 396
y: 102
width: 34
height: 91

Frame: 1785
x: 402
y: 102
width: 34
height: 91

Frame: 1786
x: 409
y: 102
width: 34
height: 91

Frame: 1787
x: 412
y: 101
width: 34
height: 91

Frame: 1788
x: 413
y: 101
width: 34
height: 98

Frame: 1789
x: 416
y: 101
width: 34
height: 98

Frame: 1790
x: 420
y: 101
width: 34
height: 98

Frame: 1791
x: 424
y: 101
width: 34
height: 98

Frame: 1792
x: 428
y: 97
width: 38
height: 108

Frame: 1793
x: 433
y: 98
width: 38
height: 108

Frame: 1794
x: 438
y: 100
width: 38
height: 108

Frame: 1795
x: 443
y: 101
width: 38
height: 108

Frame: 1796
x: 447
y: 101
width: 35
height: 108

Frame: 1797
x: 456
y: 101
width: 26
height: 108

Object Number #115
Region Description:
Region 115
Start Frame:1741
End Frame:1809
Region Descriptors (0):
Region frames data
Frames: 1741 to 1742
x: 309
y: 92
width: 20
height: 55

Frames: 1743 to 1744
x: 310
y: 92
width: 20
height: 55

Frames: 1745 to 1746
x: 308
y: 89
width: 24
height: 62

Frames: 1747 to 1748
x: 310
y: 89
width: 24
height: 62

Frame: 1749
x: 311
y: 89
width: 24
height: 62

Frame: 1750
x: 312
y: 89
width: 24
height: 62

Frame: 1751
x: 314
y: 90
width: 24
height: 62

Frame: 1752
x: 317
y: 90
width: 24
height: 62

Frame: 1753
x: 320
y: 91
width: 24
height: 62

Frames: 1754 to 1755
x: 322
y: 91
width: 24
height: 62

Frames: 1756 to 1757
x: 324
y: 91
width: 24
height: 62

Frame: 1758
x: 325
y: 92
width: 24
height: 62

Frame: 1759
x: 326
y: 92
width: 24
height: 62

Frame: 1760
x: 327
y: 92
width: 24
height: 62

Frame: 1761
x: 327
y: 92
width: 25
height: 67

Frame: 1762
x: 330
y: 93
width: 25
height: 67

Frame: 1763
x: 332
y: 93
width: 25
height: 67

Frame: 1764
x: 334
y: 93
width: 25
height: 67

Frame: 1765
x: 337
y: 93
width: 25
height: 73

Frame: 1766
x: 337
y: 92
width: 25
height: 73

Frame: 1767
x: 338
y: 92
width: 25
height: 73

Frame: 1768
x: 342
y: 91
width: 25
height: 73

Frame: 1769
x: 344
y: 91
width: 25
height: 73

Frame: 1770
x: 348
y: 91
width: 25
height: 73

Frame: 1771
x: 349
y: 91
width: 25
height: 73

Frame: 1772
x: 350
y: 92
width: 25
height: 73

Frames: 1773 to 1774
x: 351
y: 92
width: 25
height: 73

Frame: 1775
x: 353
y: 93
width: 25
height: 73

Frame: 1776
x: 354
y: 93
width: 25
height: 73

Frame: 1777
x: 357
y: 93
width: 27
height: 80

Frame: 1778
x: 359
y: 93
width: 27
height: 80

Frames: 1779 to 1780
x: 362
y: 94
width: 27
height: 80

Frames: 1781 to 1782
x: 359
y: 88
width: 34
height: 86

Frame: 1783
x: 363
y: 91
width: 34
height: 86

Frame: 1784
x: 366
y: 91
width: 34
height: 86

Frame: 1785
x: 370
y: 92
width: 34
height: 86

Frame: 1786
x: 374
y: 92
width: 34
height: 86

Frames: 1787 to 1788
x: 377
y: 90
width: 36
height: 91

Frame: 1789
x: 384
y: 93
width: 36
height: 91

Frame: 1790
x: 387
y: 93
width: 36
height: 91

Frame: 1791
x: 385
y: 90
width: 39
height: 99

Frame: 1792
x: 387
y: 90
width: 39
height: 99

Frame: 1793
x: 391
y: 90
width: 39
height: 99

Frame: 1794
x: 395
y: 91
width: 39
height: 99

Frame: 1795
x: 397
y: 90
width: 38
height: 109

Frame: 1796
x: 403
y: 90
width: 38
height: 109

Frame: 1797
x: 405
y: 90
width: 38
height: 109

Frame: 1798
x: 410
y: 90
width: 38
height: 109

Frame: 1799
x: 417
y: 91
width: 38
height: 109

Frame: 1800
x: 421
y: 91
width: 38
height: 109

Frame: 1801
x: 425
y: 91
width: 45
height: 118

Frame: 1802
x: 429
y: 89
width: 45
height: 118

Frame: 1803
x: 433
y: 89
width: 45
height: 118

Frame: 1804
x: 434
y: 91
width: 45
height: 118

Frame: 1805
x: 435
y: 91
width: 45
height: 118

Frame: 1806
x: 443
y: 91
width: 37
height: 118

Frame: 1807
x: 448
y: 91
width: 32
height: 118

Frame: 1808
x: 449
y: 91
width: 31
height: 118

Frame: 1809
x: 452
y: 91
width: 28
height: 118

Object Number #116
Region Description:
Region 116
Start Frame:1756
End Frame:1823
Region Descriptors (0):
Region frames data
Frame: 1756
x: 311
y: 95
width: 19
height: 52

Frame: 1757
x: 312
y: 95
width: 19
height: 52

Frame: 1758
x: 315
y: 95
width: 19
height: 52

Frame: 1759
x: 317
y: 95
width: 19
height: 52

Frames: 1760 to 1763
x: 319
y: 95
width: 19
height: 52

Frame: 1764
x: 319
y: 96
width: 19
height: 52

Frames: 1765 to 1767
x: 319
y: 97
width: 19
height: 52

Frame: 1768
x: 320
y: 97
width: 19
height: 52

Frame: 1769
x: 322
y: 98
width: 19
height: 52

Frames: 1770 to 1773
x: 322
y: 99
width: 19
height: 52

Frame: 1774
x: 325
y: 99
width: 19
height: 52

Frame: 1775
x: 327
y: 99
width: 19
height: 52

Frame: 1776
x: 328
y: 99
width: 19
height: 52

Frames: 1777 to 1778
x: 330
y: 101
width: 19
height: 52

Frame: 1779
x: 329
y: 98
width: 21
height: 58

Frame: 1780
x: 329
y: 97
width: 21
height: 58

Frame: 1781
x: 330
y: 97
width: 21
height: 58

Frames: 1782 to 1783
x: 333
y: 99
width: 21
height: 58

Frame: 1784
x: 334
y: 99
width: 21
height: 58

Frames: 1785 to 1786
x: 337
y: 100
width: 21
height: 58

Frame: 1787
x: 340
y: 100
width: 21
height: 58

Frame: 1788
x: 342
y: 100
width: 24
height: 66

Frame: 1789
x: 345
y: 101
width: 24
height: 66

Frame: 1790
x: 345
y: 102
width: 24
height: 66

Frame: 1791
x: 348
y: 102
width: 24
height: 66

Frame: 1792
x: 351
y: 102
width: 24
height: 66

Frames: 1793 to 1795
x: 352
y: 102
width: 24
height: 66

Frame: 1796
x: 353
y: 102
width: 24
height: 66

Frame: 1797
x: 355
y: 103
width: 24
height: 66

Frame: 1798
x: 356
y: 104
width: 24
height: 66

Frame: 1799
x: 356
y: 103
width: 29
height: 74

Frame: 1800
x: 359
y: 102
width: 29
height: 74

Frame: 1801
x: 364
y: 102
width: 29
height: 74

Frame: 1802
x: 369
y: 102
width: 29
height: 74

Frame: 1803
x: 373
y: 102
width: 29
height: 74

Frame: 1804
x: 381
y: 102
width: 29
height: 74

Frame: 1805
x: 384
y: 102
width: 29
height: 74

Frame: 1806
x: 387
y: 102
width: 29
height: 74

Frame: 1807
x: 387
y: 102
width: 30
height: 82

Frame: 1808
x: 393
y: 102
width: 30
height: 82

Frame: 1809
x: 396
y: 103
width: 30
height: 82

Frame: 1810
x: 400
y: 103
width: 30
height: 82

Frame: 1811
x: 405
y: 103
width: 30
height: 82

Frame: 1812
x: 407
y: 104
width: 30
height: 82

Frame: 1813
x: 409
y: 105
width: 30
height: 82

Frame: 1814
x: 412
y: 105
width: 30
height: 82

Frame: 1815
x: 417
y: 104
width: 30
height: 82

Frame: 1816
x: 422
y: 103
width: 30
height: 82

Frame: 1817
x: 428
y: 102
width: 32
height: 98

Frame: 1818
x: 432
y: 102
width: 32
height: 98

Frame: 1819
x: 437
y: 102
width: 32
height: 98

Frame: 1820
x: 445
y: 102
width: 32
height: 98

Frame: 1821
x: 448
y: 102
width: 32
height: 98

Frame: 1822
x: 449
y: 102
width: 32
height: 98

Frame: 1823
x: 457
y: 102
width: 24
height: 98

Object Number #117
Region Description:
Region 117
Start Frame:1736
End Frame:1820
Region Descriptors (0):
Region frames data
Frame: 1736
x: 289
y: 93
width: 21
height: 55

Frames: 1737 to 1741
x: 291
y: 94
width: 21
height: 55

Frame: 1742
x: 292
y: 94
width: 21
height: 55

Frame: 1743
x: 293
y: 94
width: 21
height: 55

Frames: 1744 to 1746
x: 294
y: 94
width: 21
height: 55

Frame: 1747
x: 295
y: 94
width: 21
height: 55

Frame: 1748
x: 292
y: 94
width: 24
height: 57

Frame: 1749
x: 293
y: 94
width: 24
height: 57

Frames: 1750 to 1754
x: 295
y: 94
width: 24
height: 57

Frames: 1755 to 1756
x: 296
y: 94
width: 24
height: 57

Frame: 1757
x: 296
y: 94
width: 24
height: 61

Frame: 1758
x: 299
y: 95
width: 24
height: 61

Frame: 1759
x: 300
y: 95
width: 24
height: 61

Frame: 1760
x: 301
y: 95
width: 24
height: 61

Frame: 1761
x: 303
y: 95
width: 24
height: 61

Frame: 1762
x: 304
y: 95
width: 24
height: 61

Frame: 1763
x: 306
y: 95
width: 24
height: 61

Frame: 1764
x: 306
y: 95
width: 25
height: 67

Frames: 1765 to 1766
x: 309
y: 96
width: 25
height: 67

Frame: 1767
x: 313
y: 96
width: 25
height: 67

Frame: 1768
x: 314
y: 97
width: 25
height: 67

Frame: 1769
x: 315
y: 97
width: 25
height: 67

Frame: 1770
x: 316
y: 97
width: 25
height: 67

Frame: 1771
x: 317
y: 98
width: 25
height: 67

Frames: 1772 to 1773
x: 318
y: 98
width: 25
height: 67

Frame: 1774
x: 319
y: 98
width: 25
height: 67

Frame: 1775
x: 321
y: 99
width: 25
height: 67

Frame: 1776
x: 320
y: 99
width: 27
height: 71

Frame: 1777
x: 324
y: 99
width: 27
height: 71

Frame: 1778
x: 325
y: 99
width: 27
height: 71

Frame: 1779
x: 328
y: 99
width: 27
height: 71

Frames: 1780 to 1781
x: 328
y: 98
width: 27
height: 75

Frame: 1782
x: 328
y: 99
width: 27
height: 75

Frame: 1783
x: 329
y: 100
width: 27
height: 75

Frame: 1784
x: 328
y: 94
width: 31
height: 86

Frame: 1785
x: 329
y: 95
width: 31
height: 86

Frame: 1786
x: 331
y: 96
width: 31
height: 86

Frame: 1787
x: 334
y: 97
width: 31
height: 86

Frame: 1788
x: 337
y: 98
width: 31
height: 86

Frame: 1789
x: 338
y: 98
width: 31
height: 86

Frame: 1790
x: 342
y: 99
width: 31
height: 86

Frame: 1791
x: 345
y: 99
width: 31
height: 86

Frame: 1792
x: 346
y: 99
width: 31
height: 86

Frame: 1793
x: 344
y: 96
width: 37
height: 99

Frame: 1794
x: 345
y: 96
width: 37
height: 99

Frame: 1795
x: 350
y: 96
width: 37
height: 99

Frame: 1796
x: 352
y: 97
width: 37
height: 99

Frame: 1797
x: 354
y: 99
width: 37
height: 99

Frame: 1798
x: 356
y: 99
width: 37
height: 99

Frame: 1799
x: 357
y: 99
width: 37
height: 99

Frame: 1800
x: 359
y: 99
width: 37
height: 99

Frame: 1801
x: 360
y: 98
width: 42
height: 108

Frame: 1802
x: 363
y: 99
width: 42
height: 108

Frame: 1803
x: 369
y: 99
width: 42
height: 108

Frame: 1804
x: 375
y: 99
width: 42
height: 108

Frame: 1805
x: 380
y: 99
width: 42
height: 108

Frame: 1806
x: 381
y: 99
width: 45
height: 118

Frame: 1807
x: 383
y: 99
width: 45
height: 118

Frame: 1808
x: 388
y: 99
width: 45
height: 118

Frame: 1809
x: 392
y: 99
width: 45
height: 118

Frame: 1810
x: 395
y: 100
width: 45
height: 118

Frame: 1811
x: 397
y: 99
width: 52
height: 129

Frame: 1812
x: 397
y: 100
width: 52
height: 129

Frame: 1813
x: 401
y: 102
width: 52
height: 129

Frame: 1814
x: 409
y: 102
width: 52
height: 129

Frame: 1815
x: 417
y: 102
width: 52
height: 129

Frame: 1816
x: 421
y: 102
width: 52
height: 129

Frame: 1817
x: 421
y: 102
width: 56
height: 136

Frame: 1818
x: 432
y: 103
width: 50
height: 136

Frame: 1819
x: 445
y: 103
width: 37
height: 136

Frame: 1820
x: 453
y: 103
width: 29
height: 136

Object Number #118
Region Description:
Region 118
Start Frame:1785
End Frame:1836
Region Descriptors (0):
Region frames data
Frames: 1785 to 1786
x: 310
y: 94
width: 23
height: 58

Frame: 1787
x: 313
y: 94
width: 23
height: 58

Frame: 1788
x: 316
y: 94
width: 23
height: 58

Frame: 1789
x: 320
y: 94
width: 23
height: 58

Frame: 1790
x: 326
y: 96
width: 23
height: 58

Frame: 1791
x: 327
y: 97
width: 23
height: 58

Frame: 1792
x: 329
y: 97
width: 23
height: 58

Frame: 1793
x: 331
y: 97
width: 23
height: 58

Frame: 1794
x: 335
y: 97
width: 23
height: 58

Frame: 1795
x: 337
y: 97
width: 26
height: 62

Frame: 1796
x: 340
y: 97
width: 26
height: 62

Frame: 1797
x: 344
y: 97
width: 26
height: 62

Frame: 1798
x: 347
y: 97
width: 26
height: 62

Frame: 1799
x: 351
y: 97
width: 26
height: 62

Frame: 1800
x: 355
y: 97
width: 26
height: 62

Frame: 1801
x: 359
y: 97
width: 26
height: 62

Frame: 1802
x: 361
y: 97
width: 26
height: 62

Frame: 1803
x: 365
y: 97
width: 26
height: 62

Frame: 1804
x: 369
y: 97
width: 26
height: 62
